INSTITUTION	STATE	COUNTRY	FY	TOTAL_FUNDING
WAYNE STATE UNIVERSITY	MI	UNITED STATES	2012	239901
NORTHWESTERN UNIVERSITY AT CHICAGO	IL	UNITED STATES	2012	298839
UNIVERSITY OF CHICAGO	IL	UNITED STATES	2012	395040
UNIVERSITY OF PENNSYLVANIA	PA	UNITED STATES	2012	392705
NORTHWESTERN UNIVERSITY AT CHICAGO	IL	UNITED STATES	2012	207409
UNIVERSITY OF NORTH CAROLINA CHAPEL HILL	NC	UNITED STATES	2012	204581
MASSACHUSETTS GENERAL HOSPITAL	MA	UNITED STATES	2012	344661
UNIVERSITY OF ALABAMA AT BIRMINGHAM	AL	UNITED STATES	2012	348485
BAYLOR COLLEGE OF MEDICINE	TX	UNITED STATES	2012	308957
UNIVERSITY OF TEXAS SW MED CTR	TX	UNITED STATES	2012	453829
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE	FL	UNITED STATES	2012	307951
TEMPLE UNIVERSITY	PA	UNITED STATES	2012	301913
ROSWELL PARK CANCER INSTITUTE CORP	NY	UNITED STATES	2012	917953
UNIVERSITY OF TENNESSEE HEALTH SCI CTR	TN	UNITED STATES	2012	505966
NEW YORK UNIVERSITY SCHOOL OF MEDICINE	NY	UNITED STATES	2012	341161
BROWN UNIVERSITY	RI	UNITED STATES	2012	708966
UNIVERSITY OF CALIFORNIA DAVIS	CA	UNITED STATES	2012	302268
MASSACHUSETTS INSTITUTE OF TECHNOLOGY	MA	UNITED STATES	2012	480174
UNIVERSITY OF KENTUCKY	KY	UNITED STATES	2012	75510
BAYLOR COLLEGE OF MEDICINE	TX	UNITED STATES	2012	314511
UNIVERSITY OF PENNSYLVANIA	PA	UNITED STATES	2012	317009
STANFORD UNIVERSITY	CA	UNITED STATES	2012	236293
TORREY PINES INST FOR MOLECULAR STUDIES	FL	UNITED STATES	2012	241755
WAKE FOREST UNIVERSITY HEALTH SCIENCES	NC	UNITED STATES	2012	329586
UNIVERSITY OF CHICAGO	IL	UNITED STATES	2012	323017
MEDICAL UNIVERSITY OF SOUTH CAROLINA	SC	UNITED STATES	2012	296881
UNIVERSITY OF WISCONSIN MADISON	WI	UNITED STATES	2012	295769
UNIVERSITY OF TEXAS MD ANDERSON CAN CTR	TX	UNITED STATES	2012	309964
PENNSYLVANIA STATE UNIV HERSHEY MED CTR	PA	UNITED STATES	2012	303925
UNIVERSITY OF MARYLAND BALTIMORE	MD	UNITED STATES	2012	319884
MASSACHUSETTS GENERAL HOSPITAL	MA	UNITED STATES	2012	346958
UNIVERSITY OF WASHINGTON	WA	UNITED STATES	2012	370116
RESEARCH INST NATIONWIDE CHILDREN'S HOSP	OH	UNITED STATES	2012	260853
UNIVERSITY OF CALIFORNIA IRVINE	CA	UNITED STATES	2012	221578
VANDERBILT UNIVERSITY	TN	UNITED STATES	2012	163632
WASHINGTON UNIVERSITY	MO	UNITED STATES	2012	283333
UNIVERSITY OF CINCINNATI	OH	UNITED STATES	2012	415265
UNIVERSITY OF TEXAS SW MED CTR	TX	UNITED STATES	2012	321872
UNIVERSITY OF CALIFORNIA SAN FRANCISCO	CA	UNITED STATES	2012	269083
WAYNE STATE UNIVERSITY	MI	UNITED STATES	2012	2547570
COLUMBIA UNIVERSITY HEALTH SCIENCES	NY	UNITED STATES	2012	471004
OHIO STATE UNIVERSITY	OH	UNITED STATES	2012	301913
GEORGETOWN UNIVERSITY	DC	UNITED STATES	2012	308958
UNIVERSITY OF CALIFORNIA LOS ANGELES	CA	UNITED STATES	2012	393575
EMORY UNIVERSITY	GA	UNITED STATES	2012	309239
UNIVERSITY OF ALABAMA AT BIRMINGHAM	AL	UNITED STATES	2012	291849
UNIVERSITY OF ALABAMA AT BIRMINGHAM	AL	UNITED STATES	2012	255953
NORTHWESTERN UNIVERSITY AT CHICAGO	IL	UNITED STATES	2012	306945
UNIVERSITY OF NEBRASKA MEDICAL CENTER	NE	UNITED STATES	2012	307952
CHILDRENS HOSPITAL OF PHILADELPHIA	PA	UNITED STATES	2012	560885
UNIVERSITY OF RHODE ISLAND	RI	UNITED STATES	2012	674783
HARVARD UNIVERSITY SCHOOL OF PUBLIC HEALTH	MA	UNITED STATES	2012	625460
UNIVERSITY OF MASSACHUSETTS AMHERST	MA	UNITED STATES	2012	387662
MAYO CLINIC ARIZONA	AZ	UNITED STATES	2012	322040
INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS	IN	UNITED STATES	2012	301886
UNIV OF MASSACHUSETTS MED SCH WORCESTER	MA	UNITED STATES	2012	443858
UNIVERSITY OF VIRGINIA CHARLOTTESVILLE	VA	UNITED STATES	2012	559343
JOHNS HOPKINS UNIVERSITY	MD	UNITED STATES	2012	330091
UNIVERSITY OF SOUTHERN CALIFORNIA	CA	UNITED STATES	2012	329756
FRED HUTCHINSON CANCER RESEARCH CENTER	WA	UNITED STATES	2012	397878
CARNEGIE MELLON UNIVERSITY	PA	UNITED STATES	2012	312681
UNIVERSITY OF TEXAS MEDICAL BR GALVESTON	TX	UNITED STATES	2012	191143
YALE UNIVERSITY	CT	UNITED STATES	2012	618913
MAYO CLINIC	MN	UNITED STATES	2012	304127
H LEE MOFFITT CANCER CTR & RES INST	FL	UNITED STATES	2012	499773
UNIVERSITY OF ARIZONA	AZ	UNITED STATES	2012	398474
UNIVERSITY OF ARIZONA	AZ	UNITED STATES	2012	3953813
DARTMOUTH COLLEGE	NH	UNITED STATES	2012	3125750
NORTHERN CALIFORNIA INSTITUTE RES & EDUC	CA	UNITED STATES	2012	425027
MEDICAL COLLEGE OF WISCONSIN	WI	UNITED STATES	2012	307951
MOUNT SINAI SCHOOL OF MEDICINE	NY	UNITED STATES	2012	528676
OHIO STATE UNIVERSITY	OH	UNITED STATES	2012	307273
TEMPLE UNIVERSITY	PA	UNITED STATES	2012	307951
OHIO STATE UNIVERSITY	OH	UNITED STATES	2012	306945
FOX CHASE CANCER CENTER	PA	UNITED STATES	2012	323055
MAYO CLINIC  JACKSONVILLE	FL	UNITED STATES	2012	379991
VIRGINIA COMMONWEALTH UNIVERSITY	VA	UNITED STATES	2012	237412
BETH ISRAEL DEACONESS MEDICAL CENTER	MA	UNITED STATES	2012	688070
DANA-FARBER CANCER INSTITUTE	MA	UNITED STATES	2012	324985
LOYOLA UNIVERSITY CHICAGO	IL	UNITED STATES	2012	300906
MAYO CLINIC	MN	UNITED STATES	2012	317411
PRINCETON UNIVERSITY	NJ	UNITED STATES	2012	319389
UNIVERSITY OF ARKANSAS MED SCIS LTL ROCK	AR	UNITED STATES	2012	291849
BAYLOR COLLEGE OF MEDICINE	TX	UNITED STATES	2012	308959
SANFORD-BURNHAM MEDICAL RESEARCH INSTITUTE	CA	UNITED STATES	2012	384435
WASHINGTON UNIVERSITY	MO	UNITED STATES	2012	563192
UNIVERSITY OF CHICAGO	IL	UNITED STATES	2012	353238
TULANE UNIVERSITY OF LOUISIANA	LA	UNITED STATES	2012	302919
UNIVERSITY OF TEXAS SW MED CTR	TX	UNITED STATES	2012	253607
WEST VIRGINIA UNIVERSITY	WV	UNITED STATES	2012	263553
UNIVERSITY OF MICHIGAN AT ANN ARBOR	MI	UNITED STATES	2012	464137
UNIVERSITY OF NORTH CAROLINA CHAPEL HILL	NC	UNITED STATES	2012	395157
UNIVERSITY OF MICHIGAN AT ANN ARBOR	MI	UNITED STATES	2012	312983
UNIVERSITY OF MICHIGAN AT ANN ARBOR	MI	UNITED STATES	2012	293165
PURDUE UNIVERSITY WEST LAFAYETTE	IN	UNITED STATES	2012	1195345
JOHNS HOPKINS UNIVERSITY	MD	UNITED STATES	2012	212576
UNIVERSITY OF CALIFORNIA DAVIS	CA	UNITED STATES	2012	418379
CARNEGIE MELLON UNIVERSITY	PA	UNITED STATES	2012	424804
DUKE UNIVERSITY	NC	UNITED STATES	2012	319872
UNIVERSITY OF CALIFORNIA DAVIS	CA	UNITED STATES	2012	489197
DANA-FARBER CANCER INSTITUTE	MA	UNITED STATES	2012	352441
UNIVERSITY OF CHICAGO	IL	UNITED STATES	2012	347457
UNIVERSITY OF UTAH	UT	UNITED STATES	2012	558420
JOHNS HOPKINS UNIVERSITY	MD	UNITED STATES	2012	330091
UNIVERSITY OF CHICAGO	IL	UNITED STATES	2012	261948
MEDICAL COLLEGE OF WISCONSIN	WI	UNITED STATES	2012	448167
UNIVERSITY OF COLORADO DENVER	CO	UNITED STATES	2012	277157
UNIVERSITY OF MICHIGAN AT ANN ARBOR	MI	UNITED STATES	2012	313395
JOHNS HOPKINS UNIVERSITY	MD	UNITED STATES	2012	294857
WADSWORTH CENTER	NY	UNITED STATES	2012	327269
KLEIN BUENDEL INC	CO	UNITED STATES	2012	98444
STANFORD UNIVERSITY	CA	UNITED STATES	2012	507074
VIRGINIA COMMONWEALTH UNIVERSITY	VA	UNITED STATES	2012	300907
SLOAN-KETTERING INSTITUTE FOR CANCER RES	NY	UNITED STATES	2012	622780
GEORGETOWN UNIVERSITY	DC	UNITED STATES	2012	308958
LOYOLA UNIVERSITY CHICAGO	IL	UNITED STATES	2012	531222
UNIVERSITY OF VIRGINIA CHARLOTTESVILLE	VA	UNITED STATES	2012	398710
UNIVERSITY OF MINNESOTA TWIN CITIES	MN	UNITED STATES	2012	303925
JOHNS HOPKINS UNIVERSITY	MD	UNITED STATES	2012	330091
UNIVERSITY OF VIRGINIA CHARLOTTESVILLE	VA	UNITED STATES	2012	261900
UNIVERSITY OF PITTSBURGH AT PITTSBURGH	PA	UNITED STATES	2012	302201
SANFORD-BURNHAM MEDICAL RESEARCH INSTITUTE	CA	UNITED STATES	2012	3886604
CITY OF HOPE/BECKMAN RESEARCH INSTITUTE	CA	UNITED STATES	2012	2225352
HARVARD UNIVERSITY	MA	UNITED STATES	2012	604384
STATE UNIVERSITY NEW YORK STONY BROOK	NY	UNITED STATES	2012	343147
BOSTON UNIVERSITY	MA	UNITED STATES	2012	471832
UNIVERSITY OF PENNSYLVANIA	PA	UNITED STATES	2012	245060
COLUMBIA UNIVERSITY HEALTH SCIENCES	NY	UNITED STATES	2012	1140528
UNIVERSITY OF MICHIGAN AT ANN ARBOR	MI	UNITED STATES	2012	1315809
UNIVERSITY OF CALIFORNIA SAN DIEGO	CA	UNITED STATES	2012	519250
BRIGHAM AND WOMEN'S HOSPITAL	MA	UNITED STATES	2012	351692
SLOAN-KETTERING INSTITUTE FOR CANCER RES	NY	UNITED STATES	2012	381617
ST JUDE CHILDREN'S RESEARCH HOSPITAL	TN	UNITED STATES	2012	338142
UNIVERSITY OF TEXAS HLTH SCI CTR SAN ANT	TX	UNITED STATES	2012	298894
INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS	IN	UNITED STATES	2012	343545
UNIVERSITY OF WISCONSIN MADISON	WI	UNITED STATES	2012	336256
UNIVERSITY OF ILLINOIS AT CHICAGO	IL	UNITED STATES	2012	307810
UNIVERSITY OF CALIFORNIA SAN FRANCISCO	CA	UNITED STATES	2012	515037
UNIVERSITY OF NEBRASKA MEDICAL CENTER	NE	UNITED STATES	2012	358242
UNIVERSITY OF SOUTHERN CALIFORNIA	CA	UNITED STATES	2012	260852
TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER	TX	UNITED STATES	2012	298893
INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS	IN	UNITED STATES	2012	312443
UNIVERSITY OF TEXAS MD ANDERSON CAN CTR	TX	UNITED STATES	2012	769790
UNIV OF MED/DENT NJ-R W JOHNSON MED SCH	NJ	UNITED STATES	2012	313989
UNIVERSITY OF FLORIDA	FL	UNITED STATES	2012	127267
UNIVERSITY OF NORTH CAROLINA CHAPEL HILL	NC	UNITED STATES	2012	296590
UNIVERSITY OF TEXAS MD ANDERSON CAN CTR	TX	UNITED STATES	2012	309964
UNIVERSITY OF CALIFORNIA SAN FRANCISCO	CA	UNITED STATES	2012	418583
FOX CHASE CANCER CENTER	PA	UNITED STATES	2012	655776
COLUMBIA UNIVERSITY HEALTH SCIENCES	NY	UNITED STATES	2012	522068
VANDERBILT UNIVERSITY	TN	UNITED STATES	2012	349658
UNIVERSITY OF PENNSYLVANIA	PA	UNITED STATES	2012	322040
BAYLOR COLLEGE OF MEDICINE	TX	UNITED STATES	2012	433740
UNIVERSITY OF SOUTH ALABAMA	AL	UNITED STATES	2012	308138
CLEVELAND CLINIC LERNER COL/MED-CWRU	OH	UNITED STATES	2012	319326
DANA-FARBER CANCER INSTITUTE	MA	UNITED STATES	2012	352231
UNIVERSITY OF ILLINOIS URBANA-CHAMPAIGN	IL	UNITED STATES	2012	312679
SCRIPPS RESEARCH INSTITUTE	CA	UNITED STATES	2012	379941
SAN DIEGO STATE UNIVERSITY	CA	UNITED STATES	2012	200923
NORTHEASTERN UNIVERSITY	MA	UNITED STATES	2012	322663
MASSACHUSETTS GENERAL HOSPITAL	MA	UNITED STATES	2012	354298
VANDERBILT UNIVERSITY	TN	UNITED STATES	2012	353239
MEDICAL UNIVERSITY OF SOUTH CAROLINA	SC	UNITED STATES	2012	296881
INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS	IN	UNITED STATES	2012	525141
UNIVERSITY OF NORTH CAROLINA CHAPEL HILL	NC	UNITED STATES	2012	296590
TUFTS MEDICAL CENTER	MA	UNITED STATES	2012	295628
PACIFIC INSTITUTE FOR RES AND EVALUATION	MD	UNITED STATES	2012	354843
WAYNE STATE UNIVERSITY	MI	UNITED STATES	2012	595909
EMORY UNIVERSITY	GA	UNITED STATES	2012	311976
UNIVERSITY OF ALABAMA AT BIRMINGHAM	AL	UNITED STATES	2012	303988
CHILDREN'S HOSPITAL LOS ANGELES	CA	UNITED STATES	2012	322040
UNIVERSITY OF TEXAS SW MED CTR	TX	UNITED STATES	2012	319272
CHILDREN'S HOSPITAL LOS ANGELES	CA	UNITED STATES	2012	322443
UNIVERSITY OF CALIFORNIA BERKELEY	CA	UNITED STATES	2012	308957
UNIVERSITY OF TEXAS AUSTIN	TX	UNITED STATES	2012	310081
UNIVERSITY OF CALIFORNIA SAN FRANCISCO	CA	UNITED STATES	2012	310019
WAKE FOREST UNIVERSITY HEALTH SCIENCES	NC	UNITED STATES	2012	301034
YALE UNIVERSITY	CT	UNITED STATES	2012	325886
ALBANY MEDICAL COLLEGE	NY	UNITED STATES	2012	254412
MASSACHUSETTS GENERAL HOSPITAL	MA	UNITED STATES	2012	272682
UNIVERSITY OF SOUTHERN CALIFORNIA	CA	UNITED STATES	2012	260852
UNIVERSITY OF PENNSYLVANIA	PA	UNITED STATES	2012	367015
CITY OF HOPE/BECKMAN RESEARCH INSTITUTE	CA	UNITED STATES	2012	344450
UNIVERSITY OF TEXAS SW MED CTR	TX	UNITED STATES	2012	319692
UNIV OF MASSACHUSETTS MED SCH WORCESTER	MA	UNITED STATES	2012	127982
UNIVERSITY OF PENNSYLVANIA	PA	UNITED STATES	2012	320887
MAYO CLINIC	MN	UNITED STATES	2012	304127
YALE UNIVERSITY	CT	UNITED STATES	2012	375235
ROSWELL PARK CANCER INSTITUTE CORP	NY	UNITED STATES	2012	964435
UNIVERSITY OF FLORIDA	FL	UNITED STATES	2012	300699
IMMUNE DISEASE INSTITUTE INC	MA	UNITED STATES	2012	439110
DARTMOUTH COLLEGE	NH	UNITED STATES	2012	557618
STATE UNIVERSITY NEW YORK STONY BROOK	NY	UNITED STATES	2012	314419
UNIVERSITY OF TEXAS MD ANDERSON CAN CTR	TX	UNITED STATES	2012	309964
UNIVERSITY OF CALIFORNIA LOS ANGELES	CA	UNITED STATES	2012	270168
UNIVERSITY OF NORTH CAROLINA CHAPEL HILL	NC	UNITED STATES	2012	552746
CITY OF HOPE/BECKMAN RESEARCH INSTITUTE	CA	UNITED STATES	2012	634757
DUKE UNIVERSITY	NC	UNITED STATES	2012	346733
UNIVERSITY OF KENTUCKY	KY	UNITED STATES	2012	261900
UNIVERSITY OF KENTUCKY	KY	UNITED STATES	2012	261901
UNIVERSITY OF WISCONSIN MADISON	WI	UNITED STATES	2012	389053
WASHINGTON UNIVERSITY	MO	UNITED STATES	2012	277762
UNIVERSITY OF FLORIDA	FL	UNITED STATES	2012	294868
YALE UNIVERSITY	CT	UNITED STATES	2012	350246
VIRGINIA COMMONWEALTH UNIVERSITY	VA	UNITED STATES	2012	550423
UNIVERSITY OF NORTH CAROLINA CHAPEL HILL	NC	UNITED STATES	2012	411004
NORTHWESTERN UNIVERSITY AT CHICAGO	IL	UNITED STATES	2012	364101
MAYO CLINIC  JACKSONVILLE	FL	UNITED STATES	2012	307951
MASSACHUSETTS GENERAL HOSPITAL	MA	UNITED STATES	2012	356257
UNIVERSITY OF ALABAMA AT BIRMINGHAM	AL	UNITED STATES	2012	331728
CHILDRENS HOSPITAL OF PHILADELPHIA	PA	UNITED STATES	2012	331098
UNIVERSITY OF MICHIGAN AT ANN ARBOR	MI	UNITED STATES	2012	310970
CARNEGIE MELLON UNIVERSITY	PA	UNITED STATES	2012	276645
UNIVERSITY OF PITTSBURGH AT PITTSBURGH	PA	UNITED STATES	2012	304932
UNIVERSITY OF CALIFORNIA SAN FRANCISCO	CA	UNITED STATES	2012	422392
UNIVERSITY OF WISCONSIN MADISON	WI	UNITED STATES	2012	294345
WASHINGTON UNIVERSITY	MO	UNITED STATES	2012	305938
JOHNS HOPKINS UNIVERSITY	MD	UNITED STATES	2012	330091
MOUNT SINAI SCHOOL OF MEDICINE	NY	UNITED STATES	2012	351713
CITY OF HOPE/BECKMAN RESEARCH INSTITUTE	CA	UNITED STATES	2012	628869
RICE UNIVERSITY	TX	UNITED STATES	2012	576620
UNIVERSITY OF WISCONSIN MADISON	WI	UNITED STATES	2012	568006
UNIVERSITY OF ARIZONA	AZ	UNITED STATES	2012	303381
MAYO CLINIC	MN	UNITED STATES	2012	543609
MAYO CLINIC  JACKSONVILLE	FL	UNITED STATES	2012	321625
DANA-FARBER CANCER INSTITUTE	MA	UNITED STATES	2012	352231
UNIVERSITY OF UTAH	UT	UNITED STATES	2012	302919
UNIV OF MED/DENT NJ-R W JOHNSON MED SCH	NJ	UNITED STATES	2012	621240
INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS	IN	UNITED STATES	2012	416149
DANA-FARBER CANCER INSTITUTE	MA	UNITED STATES	2012	484156
OREGON RESEARCH INSTITUTE	OR	UNITED STATES	2012	612267
JOHNS HOPKINS UNIVERSITY	MD	UNITED STATES	2012	583283
WAYNE STATE UNIVERSITY	MI	UNITED STATES	2012	500120
DUKE UNIVERSITY	NC	UNITED STATES	2012	306846
UNIVERSITY OF UTAH	UT	UNITED STATES	2012	240725
IIT RESEARCH INSTITUTE	IL	UNITED STATES	2012	465889
UNIVERSITY OF KANSAS MEDICAL CENTER	KS	UNITED STATES	2012	362225
SAN DIEGO STATE UNIVERSITY	CA	UNITED STATES	2012	564092
SLOAN-KETTERING INSTITUTE FOR CANCER RES	NY	UNITED STATES	2012	709650
PENNSYLVANIA STATE UNIV HERSHEY MED CTR	PA	UNITED STATES	2012	412470
DUKE UNIVERSITY	NC	UNITED STATES	2012	325775
THOMAS JEFFERSON UNIVERSITY	PA	UNITED STATES	2012	111656
HENRY FORD HEALTH SYSTEM	MI	UNITED STATES	2012	294868
UNIVERSITY OF TENNESSEE HEALTH SCI CTR	TN	UNITED STATES	2012	235996
CLEVELAND CLINIC LERNER COL/MED-CWRU	OH	UNITED STATES	2012	316002
KLEIN BUENDEL INC	CO	UNITED STATES	2012	261030
UNIVERSITY OF COLORADO DENVER	CO	UNITED STATES	2012	303684
PENNSYLVANIA STATE UNIVERSITY-UNIV PARK	PA	UNITED STATES	2012	292672
FRED HUTCHINSON CANCER RESEARCH CENTER	WA	UNITED STATES	2012	354244
UNIVERSITY OF PITTSBURGH AT PITTSBURGH	PA	UNITED STATES	2012	296440
KAISER FOUNDATION RESEARCH INSTITUTE	CA	UNITED STATES	2012	632032
UNIVERSITY OF UTAH	UT	UNITED STATES	2012	300906
UNIVERSITY OF VIRGINIA CHARLOTTESVILLE	VA	UNITED STATES	2012	630914
UNIV OF MASSACHUSETTS MED SCH WORCESTER	MA	UNITED STATES	2012	587977
VANDERBILT UNIVERSITY	TN	UNITED STATES	2012	360940
UNIVERSITY OF TEXAS MD ANDERSON CAN CTR	TX	UNITED STATES	2012	318015
UNIVERSITY OF NORTH CAROLINA CHAPEL HILL	NC	UNITED STATES	2012	335124
VIRGINIA COMMONWEALTH UNIVERSITY	VA	UNITED STATES	2012	290459
UNIVERSITY OF ROCHESTER	NY	UNITED STATES	2012	552407
UNIVERSITY OF FLORIDA	FL	UNITED STATES	2012	259958
UNIVERSITY OF NORTH CAROLINA CHAPEL HILL	NC	UNITED STATES	2012	297887
SANFORD-BURNHAM MEDICAL RESEARCH INSTITUTE	CA	UNITED STATES	2012	503641
UNIVERSITY OF NEBRASKA MEDICAL CENTER	NE	UNITED STATES	2012	298893
UPSTATE MEDICAL UNIVERSITY	NY	UNITED STATES	2012	321034
MOUNT SINAI SCHOOL OF MEDICINE	NY	UNITED STATES	2012	334873
UNIVERSITY OF CALIFORNIA SAN FRANCISCO	CA	UNITED STATES	2012	310970
UNIVERSITY OF WISCONSIN MADISON	WI	UNITED STATES	2012	304917
UNIVERSITY OF CALIFORNIA DAVIS	CA	UNITED STATES	2012	305534
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS	AZ	UNITED STATES	2012	306945
UNIVERSITY OF SOUTH ALABAMA	AL	UNITED STATES	2012	269005
ST JUDE CHILDREN'S RESEARCH HOSPITAL	TN	UNITED STATES	2012	335002
MASSACHUSETTS INSTITUTE OF TECHNOLOGY	MA	UNITED STATES	2012	292303
UNIVERSITY OF CALIFORNIA LOS ANGELES	CA	UNITED STATES	2012	478673
YALE UNIVERSITY	CT	UNITED STATES	2012	333111
STATE UNIVERSITY NEW YORK STONY BROOK	NY	UNITED STATES	2012	314194
JOHNS HOPKINS UNIVERSITY	MD	UNITED STATES	2012	319010
TEMPLE UNIVERSITY	PA	UNITED STATES	2012	271722
DUKE UNIVERSITY	NC	UNITED STATES	2012	313989
EMORY UNIVERSITY	GA	UNITED STATES	2012	315144
DANA-FARBER CANCER INSTITUTE	MA	UNITED STATES	2012	391243
EASTERN VIRGINIA MEDICAL SCHOOL	VA	UNITED STATES	2012	288830
UNIVERSITY OF PITTSBURGH AT PITTSBURGH	PA	UNITED STATES	2012	346211
UNIVERSITY OF WASHINGTON	WA	UNITED STATES	2012	646440
UNIVERSITY OF SOUTHERN CALIFORNIA	CA	UNITED STATES	2012	462872
EMORY UNIVERSITY	GA	UNITED STATES	2012	321625
MASSACHUSETTS GENERAL HOSPITAL	MA	UNITED STATES	2012	356257
CHILDREN'S HOSPITAL BOSTON	MA	UNITED STATES	2012	350219
AMERICAN ACADEMY OF PEDIATRICS	IL	UNITED STATES	2012	507732
INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS	IN	UNITED STATES	2012	309964
DANA-FARBER CANCER INSTITUTE	MA	UNITED STATES	2012	496412
JOHNS HOPKINS UNIVERSITY	MD	UNITED STATES	2012	330091
BAYLOR RESEARCH INSTITUTE	TX	UNITED STATES	2012	395213
TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER	TX	UNITED STATES	2012	298893
UNIVERSITY OF COLORADO DENVER	CO	UNITED STATES	2012	307951
MASSACHUSETTS GENERAL HOSPITAL	MA	UNITED STATES	2012	308148
WASHINGTON STATE UNIVERSITY	WA	UNITED STATES	2012	459037
ROSWELL PARK CANCER INSTITUTE CORP	NY	UNITED STATES	2012	373072
UNIVERSITY OF PITTSBURGH AT PITTSBURGH	PA	UNITED STATES	2012	534070
VANDERBILT UNIVERSITY	TN	UNITED STATES	2012	307030
NORTH CAROLINA STATE UNIVERSITY RALEIGH	NC	UNITED STATES	2012	197746
WISTAR INSTITUTE	PA	UNITED STATES	2012	340960
UNIVERSITY OF CALIFORNIA SAN FRANCISCO	CA	UNITED STATES	2012	292368
UNIVERSITY OF CALIFORNIA SAN FRANCISCO	CA	UNITED STATES	2012	310970
UNIVERSITY OF CALIFORNIA SAN FRANCISCO	CA	UNITED STATES	2012	18881
UNIVERSITY OF CALIF-LAWRENC BERKELEY LAB	CA	UNITED STATES	2012	625635
UNIVERSITY OF MICHIGAN AT ANN ARBOR	MI	UNITED STATES	2012	294925
BAYLOR UNIVERSITY	TX	UNITED STATES	2012	282992
H LEE MOFFITT CANCER CTR & RES INST	FL	UNITED STATES	2012	336674
UNIVERSITY OF TOLEDO HEALTH SCI CAMPUS	OH	UNITED STATES	2012	50000
CITY OF HOPE/BECKMAN RESEARCH INSTITUTE	CA	UNITED STATES	2012	334117
NEW YORK UNIVERSITY SCHOOL OF MEDICINE	NY	UNITED STATES	2012	432951
CORNELL UNIVERSITY ITHACA	NY	UNITED STATES	2012	308587
SOUTHERN ILLINOIS UNIVERSITY SCH OF MED	IL	UNITED STATES	2012	292996
MASSACHUSETTS GENERAL HOSPITAL	MA	UNITED STATES	2012	430196
SLOAN-KETTERING INSTITUTE FOR CANCER RES	NY	UNITED STATES	2012	691207
HENRY FORD HEALTH SYSTEM	MI	UNITED STATES	2012	561236
CALIFORNIA INSTITUTE OF TECHNOLOGY	CA	UNITED STATES	2012	322899
RIVERSIDE RESEARCH INSTITUTE	NY	UNITED STATES	2012	582054
OHIO STATE UNIVERSITY	OH	UNITED STATES	2012	171008
UNIVERSITY OF ALABAMA AT BIRMINGHAM	AL	UNITED STATES	2012	179174
UNIVERSITY OF ILLINOIS AT CHICAGO	IL	UNITED STATES	2012	325775
UNIVERSITY OF MICHIGAN AT ANN ARBOR	MI	UNITED STATES	2012	310970
STANFORD UNIVERSITY	CA	UNITED STATES	2012	342990
UNIVERSITY OF MARYLAND BALTIMORE	MD	UNITED STATES	2012	290273
UNIVERSITY OF IOWA	IA	UNITED STATES	2012	524647
UNIVERSITY OF NEBRASKA MEDICAL CENTER	NE	UNITED STATES	2012	299181
SCRIPPS RESEARCH INSTITUTE	CA	UNITED STATES	2012	405676
VIRGINIA COMMONWEALTH UNIVERSITY	VA	UNITED STATES	2012	529852
HENRY M JACKSON FDN FOR THE ADV MIL/MED	MD	UNITED STATES	2012	307951
UNIVERSITY OF SOUTHERN CALIFORNIA	CA	UNITED STATES	2012	293460
SCRIPPS RESEARCH INSTITUTE	CA	UNITED STATES	2012	382221
UNIVERSITY OF ILLINOIS AT CHICAGO	IL	UNITED STATES	2012	325775
SANFORD-BURNHAM MEDICAL RESEARCH INSTITUTE	CA	UNITED STATES	2012	384435
UNIVERSITY OF COLORADO DENVER	CO	UNITED STATES	2012	278931
DANA-FARBER CANCER INSTITUTE	MA	UNITED STATES	2012	326813
UNIVERSITY OF NEBRASKA MEDICAL CENTER	NE	UNITED STATES	2012	298894
UNIVERSITY OF LOUISVILLE	KY	UNITED STATES	2012	227884
TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER	TX	UNITED STATES	2012	2469576
UNIVERSITY OF TEXAS MD ANDERSON CAN CTR	TX	UNITED STATES	2012	2252010
STATE UNIVERSITY NEW YORK STONY BROOK	NY	UNITED STATES	2012	1169249
UNIVERSITY OF TEXAS MD ANDERSON CAN CTR	TX	UNITED STATES	2012	2210891
COLD SPRING HARBOR LABORATORY	NY	UNITED STATES	2012	188000
UNIVERSITY OF ARIZONA	AZ	UNITED STATES	2012	50916
UNIVERSITY OF ARIZONA	AZ	UNITED STATES	2012	40043
ROSWELL PARK CANCER INSTITUTE CORP	NY	UNITED STATES	2012	51913
SLOAN-KETTERING INSTITUTE FOR CANCER RES	NY	UNITED STATES	2012	150000
UNIVERSITY OF MINNESOTA TWIN CITIES	MN	UNITED STATES	2012	65073
STANFORD UNIVERSITY	CA	UNITED STATES	2012	118350
